Epoch	Loss	Validation Loss

0	2.50377092915	2.13513360928

1	2.15480650548	2.00072251477

2	2.04167498613	1.88185217641

3	1.95524441778	1.81035017931

4	1.89104669272	1.75358177111

5	1.83871872552	1.71815880844

6	1.7984544227	1.68275359489

7	1.76318894009	1.65097369411

8	1.73246595433	1.62684116964

9	1.70511722349	1.60747337735

10	1.6816214772	1.59257635316

11	1.66001331103	1.58535719347

12	1.64208725532	1.56313329510
13	1.62429661244	1.55498238006

14	1.60637949288	1.54718111945

15	1.601503299	1.53735010225

16	1.5806710589	1.53395886307

17	1.57868336785	1.53476193776

18	1.61557521613	1.52624652893
19	1.59671876656	1.51742518408
20	1.60326317058	1.52960037092
21	1.57313045107	1.50957529634
22	1.56395176416	1.51374831239
23	1.55492979914	1.51034205886
24	1.55391395387	1.50976486179
25	1.54970341282	1.50570715367
26	1.54204385722	1.50368558829
27	1.52978060991	1.50488507812
28	1.52049187548	1.50159921207
29	1.51195069451	1.49977532351
30	1.50516530895	1.50029941988
31	1.49791969986	1.49840273833
32	1.4869058104	1.49673862643
33	1.48132174504	1.49659925969
34	1.47394738796	1.50077285095
35	1.4900234207	1.49465903757
36	1.45958467249	1.49581914632
37	1.45910541629	1.49613341303
38	1.45717925211	1.49868388759
