Epoch	Loss	Validation Loss
0	2.45199260928	2.11487719542
1	2.14765913273	1.99927859345
2	1.96955703712	1.85442681846
3	1.85177356142	1.74985761421
4	1.75047637226	1.66722012437
5	1.66932064657	1.61234761538
6	1.61019677381	1.59625021085
7	1.5789783179	1.55980259186
8	1.53646599399	1.53851078714
9	1.48547365233	1.5033225214
10	1.44282860039	1.48714688328
11	1.41553519167	1.48646656373
12	1.38842178727	1.48425073829
13	1.36406284507	1.48006667195
14	1.34070567481	1.47888203022
15	1.31730624976	1.48821869768
16	1.2966777079	1.48510469804
17	1.2771892131	1.4809069311
18	1.25908187839	1.49328734583
19	1.24352177037	1.49837539231
20	1.22794789647	1.49198332999
21	1.21499745955	1.50445123246
22	1.20248723303	1.51594288696
23	1.18906231804	1.52563951741
24	1.17861767526	1.51995979679
25	1.18642328104	1.55107578727
26	1.17962280118	1.55060909999
27	1.29956839605	1.62090568647
28	1.20732962974	1.61822414939
29	1.18344871096	1.6332065082
30	1.19221710222	1.64616118129
31	1.17027237728	1.62675344397
32	1.1704606691	1.6389943057
33	1.20123401208	1.64337680953
34	1.23971775995	1.70137511582
35	1.24720434452	1.7087039916
36	1.24400868313	1.71012571364
37	1.23855619275	1.70710952457
38	1.23181831217	1.71951502276
