Epoch	Loss	Validation Loss
0	2.4313870193	2.09974232316
1	2.09918448678	1.96732274692
2	1.9799455474	1.85896943495
3	1.88669750192	1.77685769832
4	1.81401765509	1.72252294049
5	1.75614081199	1.68124022846
6	1.71223585378	1.64130966819
7	1.67383767828	1.61779456436
8	1.64284905241	1.59333836037
9	1.61746639783	1.57778565663
10	1.59362961407	1.56078831369
11	1.5719081886	1.55338052114
12	1.55276996281	1.54258795193
13	1.53502539403	1.54273907065
14	1.51961128074	1.53129205232
15	1.5054888996	1.52492056428
16	1.54347789817	1.51789254508
17	1.52030246367	1.50840626602
18	1.50182709987	1.50513339957
19	1.48958856393	1.50266985951
20	1.47296421254	1.5001466797
21	1.46225465995	1.49576040335
22	1.45102823998	1.49551127443
23	1.43878389543	1.49817001914
24	1.42854757792	1.49791062975
25	1.41969137698	1.49587479057
26	1.4111807574	1.49482431604
27	1.40199821438	1.49566101517
28	1.39605086809	1.49710823725
29	1.38677157974	1.50082703142
30	1.3895115354	1.4984907106
31	1.37329404687	1.49819562239
32	1.3716089865	1.50223080716
33	1.36446174834	1.50304000566
34	1.34967277505	1.50794695074
35	1.35400104064	1.51146909797
36	1.35375882616	1.51019264799
37	1.34351384354	1.51161515185
38	1.3449932139	1.5088383685
