Epoch	Loss	Validation Loss
0	2.54134630363	2.17002556682
1	2.1570898494	2.02960616669
2	2.04764732178	1.93464821461
3	1.96721723867	1.86763792478
4	1.90083251951	1.8079380697
5	1.84543404616	1.76252131706
6	1.79981393857	1.72424558122
7	1.76036161311	1.69438164434
8	1.72720180523	1.67145734357
9	1.69961917951	1.65035389015
10	1.673441362	1.62638561658
11	1.64996189401	1.61596796205
12	1.62842247698	1.60759356247
13	1.61025432674	1.59287531944
14	1.58995125993	1.58353169243
15	1.57880306894	1.5740733506
16	1.56040616739	1.566090618
17	1.54693074732	1.56276990431
18	1.53391811562	1.55669930078
19	1.52068397774	1.55425846855
20	1.5105938352	1.55277338534
21	1.4974958095	1.54971517973
22	1.48907218656	1.55055635354
23	1.4763971506	1.54946442745
24	1.46756012525	1.54562962547
25	1.45717618282	1.54696290759
26	1.44909808129	1.54438931757
27	1.43830069657	1.54964867
28	1.43558840512	1.54940932851
29	1.42502593705	1.54789486302
30	1.41859210713	1.55606572393
31	1.41242385109	1.55355103843
32	1.40345606326	1.55285875563
33	1.39718129807	1.55727615191
34	1.3934596436	1.56327117217
35	1.3854533314	1.56049222052
36	1.38083481528	1.56488757763
37	1.37404400514	1.56388851687
38	1.3686613388	1.5672582761
